state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
NM,90,415,no,no,0,,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1.0,False
SD,75,408,no,no,0,,110,25.08,191.7,97,16.29,,68,6.08,16.4,3,4.43,2.0,False
AL,67,415,no,yes,28,,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2.0,False
MN,179,415,no,no,0,,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1.0,False
IL,48,510,no,no,0,,71,21.79,48.1,78,4.09,,80,5.23,8.9,3,2.4,0.0,False
WV,57,415,yes,yes,17,,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2.0,False
DE,71,415,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3.0,False
MS,150,510,no,no,0,,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3.0,False
KS,74,415,no,yes,32,,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1.0,False
VA,138,415,no,no,0,,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,,3.0,False
WY,114,415,no,yes,32,,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1.0,False
NV,116,408,no,no,0,,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2.0,False
VA,80,415,no,no,0,,114,33.58,206.9,119,17.59,,109,7.36,11.3,4,3.05,1.0,False
IN,69,510,no,no,0,,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1.0,False
SD,126,415,no,yes,23,,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3.0,False
WV,68,415,no,no,0,,57,39.29,153.4,55,13.04,,123,8.61,9.6,4,2.59,3.0,False
AK,111,415,no,no,0,,58,29.38,183.1,108,15.56,,104,7.15,7.9,3,2.13,4.0,True
GA,71,415,no,no,0,,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4.0,False
UT,50,510,no,no,0,,106,43.88,161.4,106,13.72,,110,10.13,11.7,5,3.16,1.0,False
DC,123,408,no,yes,28,,105,21.2,250.4,78,21.28,,128,9.74,7.8,8,2.11,1.0,False
FL,70,510,yes,no,0,,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2.0,True
AL,93,408,no,no,0,,114,45.54,223.0,74,18.96,,90,11.82,11.3,3,3.05,3.0,True
NH,97,408,no,yes,28,,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1.0,False
AZ,140,408,no,no,0,,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1.0,False
VA,102,510,no,no,0,,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0.0,False
NV,37,415,no,no,0,,114,39.73,207.9,109,17.67,,101,9.57,12.0,2,3.24,2.0,False
DC,119,408,no,yes,26,,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1.0,False
WV,152,510,yes,yes,41,,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1.0,True
GA,112,415,no,yes,22,,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2.0,False
ME,205,510,no,yes,24,,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2.0,False
TN,105,510,no,no,0,,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2.0,False
NY,160,408,no,no,0,,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1.0,False
WA,132,415,no,no,0,,115,40.82,180.4,91,15.33,,122,6.0,8.0,6,2.16,3.0,False
MI,108,408,no,yes,32,209.5,108,35.62,109.6,64,9.32,,145,8.54,9.1,6,2.46,6.0,True
ND,177,408,no,no,0,,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1.0,False
MA,79,415,no,no,0,,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3.0,False
KS,130,510,no,no,0,,95,26.18,205.9,106,17.5,,75,10.52,12.9,1,,1.0,False
ID,127,408,no,no,0,,128,17.48,143.7,95,12.21,,97,8.61,10.0,5,2.7,1.0,False
WV,67,510,no,no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2.0,False
MA,67,415,no,yes,34,,114,27.49,207.6,115,17.65,,114,9.26,9.2,4,,0.0,False
ND,50,415,no,no,0,,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1.0,False
OK,149,510,no,yes,43,,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1.0,False
ID,92,415,yes,no,0,,140,29.43,240.3,105,20.43,,117,10.49,9.0,5,2.43,1.0,False
VA,84,415,no,no,0,130.2,105,22.13,278.0,60,23.63,,74,13.74,14.0,6,,2.0,False
RI,120,415,no,yes,23,,114,37.72,254.7,84,21.65,,117,11.27,7.2,5,,2.0,False
CT,162,408,no,no,0,,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1.0,False
ID,96,408,no,no,0,,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1.0,False
OK,194,408,no,no,0,,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0.0,False
WY,215,510,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0.0,False
AZ,144,510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0.0,False
MT,185,408,no,yes,29,151.1,121,25.69,244.7,88,20.8,,91,6.95,13.8,2,3.73,2.0,False
NV,118,510,no,yes,35,,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,,1.0,False
UT,134,415,no,no,0,,85,44.0,129.5,114,11.01,,106,8.71,10.9,7,,2.0,False
KS,93,415,no,no,0,,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,,3.0,False
NJ,153,415,no,no,0,,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1.0,False
FL,110,415,no,no,0,,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4.0,False
TN,146,408,yes,no,0,,63,27.22,208.4,112,17.71,,98,7.99,9.2,3,2.48,2.0,False
AK,59,408,no,no,0,,96,27.12,167.2,123,14.21,,106,6.24,10.2,4,2.75,0.0,False
SC,64,510,no,yes,40,,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8.0,False
MT,137,408,yes,no,0,,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0.0,True
OH,169,408,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3.0,False
RI,107,510,yes,no,0,,83,33.05,247.8,84,21.06,,93,11.04,11.2,7,,2.0,False
ND,88,415,no,no,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2.0,False
ID,97,408,no,no,0,,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2.0,False
WI,149,415,yes,yes,28,,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5.0,True
KY,109,415,no,no,0,,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1.0,False
ND,182,415,no,no,0,,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2.0,False
MD,117,415,no,yes,23,,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1.0,False
OH,95,415,no,yes,23,,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0.0,False
MN,13,510,no,yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3.0,False
WI,41,408,no,no,0,,97,34.49,153.8,104,13.07,,92,5.11,9.0,3,2.43,3.0,False
WA,78,408,no,no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0.0,False
ID,87,415,no,no,0,,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1.0,False
KY,110,510,no,no,0,,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2.0,False
RI,28,510,no,no,0,,109,30.74,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2.0,False
MT,34,415,no,yes,14,,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2.0,False
UT,49,415,no,no,0,,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2.0,True
ME,105,415,no,no,0,,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2.0,False
ND,101,415,no,yes,28,,132,18.0,231.7,107,19.69,,120,12.66,10.7,5,2.89,1.0,False
VT,125,415,no,no,0,,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2.0,False
AZ,108,415,no,no,0,,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,,3.0,False
RI,89,415,no,yes,24,,98,16.63,207.2,67,17.61,,126,9.65,5.9,2,1.59,0.0,False
ND,82,415,no,yes,29,,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2.0,False
NC,111,408,no,no,0,,117,38.23,191.9,127,16.31,,97,10.35,10.3,3,2.78,0.0,False
NM,68,408,no,no,0,,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3.0,False
MI,142,415,yes,no,0,,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1.0,False
ID,134,415,no,no,0,,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6.0,False
KS,164,510,no,yes,30,,100,40.6,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1.0,False
AR,96,415,no,yes,21,247.6,95,42.09,256.3,150,21.79,,72,7.14,10.8,6,2.92,2.0,False
NJ,1,415,no,yes,30,,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0.0,False
WA,60,415,yes,no,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,,0.0,True
ME,137,510,no,no,0,,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3.0,False
NJ,111,510,no,no,0,,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4.0,True
OH,146,415,no,no,0,,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2.0,False
IA,64,415,no,yes,43,,100,20.13,144.1,108,12.25,,91,7.11,8.5,6,2.3,1.0,False
WY,94,408,no,no,0,,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1.0,False
AL,16,415,no,no,0,,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,,3.0,False
FL,84,510,no,no,0,,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0.0,False
OK,117,415,no,no,0,,121,22.9,180.0,83,15.3,,104,9.04,7.7,3,2.08,1.0,False
IA,75,415,no,no,0,,110,23.55,153.2,86,13.02,,103,9.7,11.1,7,3.0,1.0,False
MT,71,510,no,yes,23,,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1.0,False
WY,164,510,no,no,0,,111,27.3,163.2,126,13.87,,112,8.42,9.0,3,2.43,1.0,False
OH,84,408,no,no,0,,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2.0,False
DE,171,510,no,yes,17,,94,31.77,240.0,138,20.4,,64,9.04,5.8,3,,1.0,False
MT,126,415,no,yes,30,,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,,4.0,True
AK,138,415,no,yes,37,,102,12.89,173.6,147,14.76,,96,7.32,8.2,13,2.21,0.0,False
RI,75,415,no,no,0,,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1.0,False
AL,118,510,yes,no,0,,98,37.98,220.6,101,18.75,203.9,118,9.18,6.3,6,1.7,0.0,False
OR,69,408,no,no,0,,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0.0,False
IL,151,408,no,no,0,,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0.0,False
HI,24,415,no,no,0,,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1.0,False
NY,167,415,no,no,0,,85,28.29,243.2,135,20.67,,95,10.31,9.9,5,2.67,1.0,False
SD,209,415,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3.0,False
FL,120,415,no,no,0,,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2.0,False
NY,104,415,no,no,0,,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3.0,False
FL,106,408,no,no,0,,143,30.33,247.0,123,21.0,,105,11.7,9.6,2,2.59,0.0,False
RI,65,415,no,yes,29,,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2.0,False
AR,185,415,no,yes,19,,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0.0,False
AZ,138,415,no,no,0,,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2.0,False
AL,136,510,no,no,0,,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0.0,False
MD,88,415,yes,no,0,,98,39.97,251.8,79,21.4,,76,12.87,7.2,2,1.94,4.0,True
OR,101,415,no,no,0,,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,,1.0,False
ND,147,408,no,no,0,,95,34.9,166.7,128,14.17,,84,10.83,7.8,4,2.11,1.0,False
NM,55,510,no,no,0,,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2.0,False
CO,74,415,no,no,0,,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2.0,False
WV,154,408,no,yes,35,,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,,1.0,False
AK,71,510,no,no,0,,84,31.45,232.5,129,19.76,,82,8.6,14.9,4,4.02,3.0,False
MA,102,510,yes,no,0,,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0.0,False
MN,173,510,no,no,0,,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0.0,True
AL,102,408,no,no,0,,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1.0,False
AK,76,415,no,yes,22,,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,,3.0,False
DE,119,415,no,no,0,,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1.0,False
NH,90,415,no,no,0,,121,12.94,290.3,73,24.68,,89,10.66,10.8,3,2.92,0.0,False
AR,116,408,no,no,0,,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3.0,False
MA,98,510,no,no,0,,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4.0,True
FL,116,510,no,no,0,,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,,3.0,False
AZ,63,415,no,no,0,,125,10.01,169.6,59,14.42,,88,9.51,9.4,3,2.54,1.0,False
MN,65,510,no,yes,29,158.1,104,26.88,322.2,81,27.39,,96,9.45,8.9,6,2.4,1.0,False
MT,42,415,no,no,0,,52,25.62,246.7,96,20.97,,118,4.67,7.0,4,1.89,2.0,False
WI,63,510,no,yes,34,,119,25.87,227.1,91,19.3,,103,8.81,12.3,5,,1.0,False
CA,37,510,no,no,0,,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,,2.0,True
OR,132,510,no,no,0,,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1.0,False
FL,136,408,yes,no,0,,122,33.86,214.7,114,18.25,,105,6.79,11.8,7,3.19,1.0,False
WI,131,415,no,yes,39,,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0.0,False
AL,100,408,no,yes,25,,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1.0,False
VT,46,408,no,no,0,,85,33.44,205.9,74,17.5,,112,9.75,11.2,5,3.02,3.0,False
IN,117,415,no,no,0,,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5.0,True
WV,113,415,no,no,0,,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5.0,True
VT,63,415,no,no,0,,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,,4.0,True
VT,67,408,no,no,0,,107,44.27,208.2,104,17.7,,115,9.36,10.0,2,2.7,6.0,False
PA,61,408,no,yes,31,,101,49.08,203.8,102,17.32,,49,9.14,8.6,3,2.32,0.0,False
AK,76,415,no,no,0,,55,24.43,173.1,108,14.71,,95,10.76,5.8,6,1.57,1.0,False
CT,74,408,no,no,0,,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,,2.0,False
NE,85,415,no,no,0,,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0.0,False
MI,115,415,no,yes,26,,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0.0,False
CA,185,408,no,no,0,,92,23.73,250.2,115,21.27,,79,7.11,10.8,4,2.92,1.0,False
VT,50,415,yes,yes,26,,94,52.21,289.4,78,24.6,174.9,109,7.87,8.0,3,2.16,0.0,False
MD,79,415,no,yes,17,,95,40.24,263.5,56,22.4,259.6,107,11.68,12.0,4,3.24,1.0,False
GA,85,510,no,no,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3.0,False
TX,130,415,no,no,0,,127,20.49,189.7,52,16.12,,107,12.15,14.3,2,3.86,1.0,False
AZ,86,408,no,yes,31,,139,28.49,113.0,118,9.61,,121,11.11,12.2,6,3.29,1.0,False
VT,63,415,no,no,0,,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2.0,False
IN,64,408,no,no,0,,97,19.35,192.3,97,16.35,,89,9.67,10.4,1,2.81,3.0,False
DC,138,415,no,no,0,,87,28.99,118.2,116,10.05,,111,8.46,11.2,7,,2.0,False
DC,93,408,no,yes,22,,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0.0,False
CT,105,408,no,no,0,,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1.0,False
MI,53,510,no,yes,37,,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2.0,False
MD,141,415,no,no,0,,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0.0,False
MA,127,408,yes,no,0,,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1.0,True
NH,117,510,yes,no,0,,100,9.21,303.2,84,25.77,,84,7.73,8.6,2,2.32,1.0,True
NV,3,510,no,yes,27,,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2.0,False
ID,88,415,no,no,0,,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0.0,False
NM,63,510,no,no,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1.0,False
CT,141,408,no,no,0,,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3.0,False
WA,63,408,no,no,0,,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0.0,False
NV,160,415,no,no,0,,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,,1.0,False
NV,27,510,no,no,0,,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3.0,False
AL,71,415,no,no,0,,103,17.56,138.5,79,11.77,,98,7.42,9.0,2,2.43,2.0,False
WY,146,408,no,no,0,,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,,1.0,False
WV,86,415,no,no,0,,104,23.19,202.5,110,17.21,,86,10.38,11.5,1,3.11,3.0,False
OR,133,415,no,no,0,,71,24.45,184.0,131,15.64,,132,12.4,12.9,4,3.48,3.0,False
NM,104,415,no,no,0,,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1.0,False
WV,113,510,no,no,0,,88,12.33,204.0,112,17.34,,118,5.31,6.6,3,1.78,1.0,False
HI,148,510,yes,no,0,,88,37.21,208.0,85,17.68,,99,9.15,11.1,4,3.0,0.0,False
WA,84,415,no,no,0,,100,49.15,233.8,97,19.87,,148,10.06,12.7,2,3.43,2.0,True
OR,149,415,yes,no,0,,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0.0,False
GA,136,415,no,no,0,,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7.0,False
WY,116,510,no,yes,12,,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2.0,False
DE,79,415,no,yes,34,,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2.0,False
NM,122,408,no,yes,33,,103,29.73,248.2,105,21.1,,116,7.41,13.5,3,3.65,1.0,True
KY,66,510,no,yes,33,,104,15.1,109.6,94,9.32,,107,7.77,7.1,9,1.92,3.0,False
NM,132,408,no,no,0,,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,,1.0,False
UT,48,510,no,yes,43,,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,,1.0,False
WY,113,510,no,no,0,,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,,1.0,False
WY,78,415,no,no,0,,80,25.01,199.7,100,16.97,,106,7.23,13.7,7,3.7,0.0,False
OR,12,415,no,no,0,,98,34.78,212.5,90,18.06,,95,8.19,9.8,7,,2.0,False
MD,106,415,no,no,0,,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,,2.0,False
NJ,131,415,no,no,0,,115,36.01,260.5,102,22.14,,96,6.49,10.8,7,2.92,0.0,False
MO,95,415,yes,no,0,,84,28.14,286.2,112,24.33,,89,8.95,11.5,2,3.11,1.0,True
VA,74,408,no,no,0,,120,28.1,198.5,106,16.87,,102,9.38,9.8,3,2.65,1.0,False
IN,69,408,no,no,0,,91,31.5,219.1,88,18.62,,107,10.96,5.5,5,1.49,0.0,False
FL,120,415,no,no,0,,80,30.6,224.2,82,19.06,,91,11.94,4.7,7,,3.0,False
NJ,88,510,no,no,0,,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3.0,False
WV,79,415,no,no,0,,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3.0,False
IN,57,415,no,no,0,,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3.0,False
ID,169,415,no,no,0,,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1.0,False
IN,81,408,no,yes,46,,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4.0,False
TN,99,408,no,no,0,,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1.0,False
AZ,94,415,no,no,0,,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2.0,False
DC,114,415,no,no,0,,119,25.01,161.0,111,13.69,,106,12.42,9.0,3,2.43,5.0,True
MN,158,408,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1.0,False
WA,157,415,no,no,0,,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1.0,False
CO,110,510,no,no,0,,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1.0,False
OR,142,510,no,yes,22,224.4,114,38.15,146.0,106,12.41,241.4,98,10.86,8.8,2,,1.0,False
AZ,84,415,no,no,0,,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1.0,False
AR,33,408,no,no,0,,81,42.82,194.6,96,16.54,,87,9.5,8.4,3,,2.0,False
MI,51,415,no,no,0,,129,39.05,336.0,104,28.56,,128,8.68,9.6,1,2.59,1.0,True
TN,3,415,no,no,0,,120,31.45,203.7,129,17.31,,89,7.67,14.1,3,3.81,3.0,False
NV,69,510,yes,yes,33,,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1.0,True
NV,102,415,no,no,0,,87,24.55,266.5,128,22.65,,59,9.79,7.1,7,1.92,0.0,False
OH,119,415,no,yes,27,,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0.0,False
FL,120,415,no,yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0.0,False
IN,114,408,no,no,0,,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1.0,False
RI,75,415,no,no,0,,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2.0,False
PA,112,510,no,no,0,,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2.0,False
ND,101,415,no,no,0,,118,37.01,231.7,128,19.69,,128,8.34,0.0,0,0.0,3.0,False
WI,133,510,no,no,0,,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2.0,False
NM,94,415,no,no,0,,79,18.36,241.9,152,20.56,,92,11.34,10.4,3,2.81,3.0,False
NC,73,408,no,no,0,,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2.0,False
VT,128,408,no,no,0,,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1.0,True
LA,112,510,no,no,0,,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1.0,False
IL,84,510,no,no,0,,129,30.86,130.7,112,11.11,,118,8.39,8.5,4,2.3,1.0,False
WV,83,415,no,yes,37,,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1.0,False
WY,62,415,no,no,0,,132,29.31,230.5,100,19.59,,109,10.27,11.0,5,2.97,0.0,False
AL,83,408,no,no,0,,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0.0,False
OH,114,415,no,no,0,,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,,2.0,False
KY,58,415,no,no,0,,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2.0,True
VT,165,510,no,no,0,,126,41.29,209.8,65,17.83,,126,10.28,0.0,0,0.0,1.0,False
NY,137,510,no,no,0,,120,18.67,230.5,86,19.59,,103,11.51,11.9,6,3.21,1.0,False
SD,139,510,no,no,0,,135,33.32,186.0,146,15.81,,92,6.89,9.8,1,2.65,3.0,False
VT,159,415,no,no,0,,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2.0,True
WI,166,510,no,no,0,,103,29.56,276.4,83,23.49,,113,8.59,15.3,5,4.13,0.0,False
GA,141,510,no,yes,23,,112,25.45,162.5,118,13.81,,115,9.91,7.6,2,2.05,3.0,False
NC,110,408,no,no,0,,145,27.12,202.3,101,17.2,,96,11.52,16.7,2,4.51,2.0,False
KY,74,510,yes,no,0,,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1.0,True
GA,155,510,no,no,0,,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0.0,False
NH,84,408,no,yes,30,,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2.0,False
VT,59,408,no,no,0,,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1.0,False
WI,126,415,yes,yes,34,,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4.0,False
SC,1,415,no,yes,26,,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,,1.0,False
OK,146,415,no,no,0,,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1.0,False
